Customer_ID,Customer_Role,Specialty_Service,Establishment_Type,Country,Language,Years_Experience,Skill_Level_Self_Assessed,OPCO_Eligibility,Has_BD_Contract,Format_Preference,Available_Time_Hours,Training_Objective,Preferred_BD_Product,Prior_BD_Trainings,Completed_Training_Treatment,Satisfaction_Score_Proxy
HCP0757,ICU Specialist,Soins Intensifs,Universitetssjukhus,Finland,Suomi (fi) - Finnish,7,Intermediate,No,No,Webinar,4,Support career development with certified training (Qualiopi equivalent),BD Vacutainer®,BD1197,Yes,3.6
HCP0758,Pharmacist,Trauma ICU,GP Surgery,United Kingdom,English (United Kingdom),11,Advanced,Yes,Yes,E-learning,40,Enhance PICC line insertion and maintenance skills,BD PICCline,BD2976,Yes,3.3
HCP0759,Physician,Neurologie,Casa di Cura,Italy,Italiano (it) - Italian,1,Beginner,No,Yes,Blended,24,Optimise Pyxis ES dispensing workflows,,BD3268,Yes,2.6
HCP0760,Nurse,Cardiologie,Centro de Saúde,Portugal,Português (pt) - Portuguese,12,Intermediate,No,Yes,Blended,24,Improve infusion safety and reduce medication errors,BD Nexiva™,BD6731,Yes,4.2
HCP0761,Nurse Practitioner,Chirurgie,Community Trust,United Kingdom,English (United Kingdom),15,Intermediate,No,No,E-learning,4,Optimise Pyxis ES dispensing workflows,BD Alaris™,BD1238,Yes,4.7
HCP0762,Pharmacist,Geriatrics,HAD,France,Français (fr) - French,7,Advanced,Yes,Yes,E-learning,4,Optimiser les workflows de dispensation sur le système Pyxis ES,BD Rowa™,BD0754,Yes,3.4
HCP0763,Nurse Practitioner,Surgical ICU,Community Hospital,Poland,Polski (pl) - Polish,25,Intermediate,Yes,Yes,E-learning,24,Enhance PICC line insertion and maintenance skills,Pyxis ES,,No,4.3
HCP0764,System Manager,Medical Biology,CPAS,Belgium,Français (fr) - French,16,Beginner,Yes,Yes,E-learning,2,Maîtriser les techniques de prélèvement avec BD Vacutainer®,BD Insyte™,,No,3.0
HCP0765,Pharmacist,Specimen Management,Ambulatory Surgery Center,United States,English (United States),16,Intermediate,No,Yes,E-learning,2,Improve infusion safety and reduce medication errors,Pyxis ES,,Yes,3.8
HCP0766,Nurse,Infectious Disease,EHPAD,France,Français (fr) - French,1,Expert,Yes,No,E-learning,16,Préparer la mise en œuvre du protocole TTM en réanimation,BD Insyte™,BD2906,No,4.3
HCP0767,Nurse,Geriatrics,HAD,France,Français (fr) - French,10,Advanced,Yes,Yes,E-learning,24,Obtenir une certification avancée en gestion de la TTM,HealthSight,BD3305,No,4.3
HCP0768,ICU Specialist,Surgical ICU,Hôpital Général,France,Français (fr) - French,23,Advanced,Yes,Yes,E-learning,24,Améliorer la conformité préanalytique et réduire les non-conformités,BD Microtainer®,BD5055,Yes,4.0
HCP0769,Physician,Geriatrics,ESPIC,France,Français (fr) - French,9,Intermediate,Yes,Yes,Webinar,24,Développer les compétences en pose et entretien de PICC line,BD Midline,BD4964,Yes,2.7
HCP0770,ICU Specialist,Emergency ICU,Ospedale Universitario,Italy,Italiano (it) - Italian,17,Intermediate,No,Yes,Webinar,16,Gain expert-level certification in TTM management,,,No,3.4
HCP0771,System Manager,Internal Medicine,HAD,France,Français (fr) - French,14,Advanced,Yes,Yes,E-learning,2,Maîtriser les techniques de prélèvement avec BD Vacutainer®,Pyxis ES,BD1820,Yes,4.9
HCP0772,Nurse Practitioner,EHR Integration,Hôpital Général,France,Français (fr) - French,21,Expert,Yes,Yes,Webinar,24,Former les nouveaux utilisateurs au système BD Alaris™,BD PICCline,BD5468,Yes,3.9
HCP0773,Nurse,Operating Theatre,Centro de Salud,Spain,Español (es) - Spanish,11,Advanced,Yes,Yes,On-site,24,Prepare for OPCO-funded certification in vascular access,BD PICCline,BD7487,Yes,3.0
HCP0774,Nurse,Trauma ICU,Hospital General,Spain,Español (es) - Spanish,2,Advanced,No,Yes,E-learning,8,Onboard on BD Nexiva™ IV catheter system,BD A-Line™,,No,3.7
HCP0775,ICU Specialist,Medical ICU,Private Hospital,Saudi Arabia,English (United Kingdom),22,Advanced,No,Yes,Blended,24,Onboard on BD Nexiva™ IV catheter system,HealthSight,BD8740,Yes,3.4
HCP0776,System Manager,Emergency ICU,RSA,Italy,Italiano (it) - Italian,15,Advanced,No,Yes,E-learning,8,Onboard new staff on BD Alaris™ infusion pump systems,BD Alaris™,,Yes,4.9
HCP0777,Physician,Surgery,Kantonsspital,Switzerland,Deutsch (de) - German,15,Expert,Yes,Yes,On-site,24,Prepare for targeted temperature management protocol implementation,BD Rowa™,BD5167,Yes,4.2
HCP0778,Nurse,Anesthesiology,MSP,France,Français (fr) - French,12,Intermediate,Yes,Yes,E-learning,8,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,,BD3560,Yes,
HCP0779,Nurse,IT Systems,RSA,Italy,Italiano (it) - Italian,18,Advanced,No,Yes,Webinar,24,Develop vascular access unit expertise,BD Nexiva™,BD2494,No,3.0
HCP0780,Nurse,Medical Biology,HAD,France,Français (fr) - French,11,Beginner,Yes,Yes,E-learning,40,Développer les compétences en pose et entretien de PICC line,BD Provena™,BD4964,No,4.6
HCP0781,Nurse,Advanced Practice Nursing,Tagesklinik,Germany,Deutsch (de) - German,4,Advanced,No,Yes,E-learning,24,Master blood collection techniques with BD Vacutainer® systems,BD A-Line™,,No,4.8
HCP0782,Physician,Critical Care,CHU,France,Français (fr) - French,21,Advanced,Yes,No,Blended,4,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,BD Bair Hugger™,,No,4.4
HCP0783,Physician,IT Systems,GGZ,Netherlands,Nederlands (nl) - Dutch,7,Advanced,No,Yes,Webinar,40,Improve infusion safety and reduce medication errors,Pyxis ES,BD3261,Yes,4.7
HCP0784,Biomedical Engineer,Oncologie,Ospedale Regionale,Italy,Italiano (it) - Italian,21,Beginner,Yes,Yes,Blended,24,Onboard new staff on BD Alaris™ infusion pump systems,VADvisor™,,Yes,3.8
HCP0785,System Manager,EHR Integration,Universitätsklinikum,Germany,Deutsch (de) - German,5,Intermediate,Yes,Yes,Blended,8,Prepare for targeted temperature management protocol implementation,BD Preset™,BD7305,Yes,4.1
HCP0786,Biomedical Engineer,Pharmacie Hospitalière,Kantonsspital,Switzerland,Deutsch (de) - German,10,Beginner,No,Yes,E-learning,40,Onboard new staff on BD Alaris™ infusion pump systems,VADvisor™,,Yes,4.2
HCP0787,Nurse,Formulary Management,Regionsjukhus,Finland,Suomi (fi) - Finnish,20,Advanced,No,Yes,On-site,8,Develop vascular access unit expertise,,,Yes,4.2
HCP0788,ICU Specialist,Critical Care,Clinique Spécialisée,Belgium,Français (fr) - French,10,Expert,Yes,No,Webinar,24,Valider les compétences Qualiopi pour la délégation de tâches infirmières,,BD6115,No,3.3
HCP0789,Pharmacist,Pulmonology,Clínica Privada,Spain,Español (es) - Spanish,16,Advanced,Yes,Yes,Blended,16,Validate Qualiopi competencies for task delegation,BD Vacutainer®,BD1835,Yes,4.1
HCP0790,Nurse Practitioner,Clinical Pharmacy,Casa di Cura,Italy,Italiano (it) - Italian,13,Expert,No,Yes,E-learning,40,Onboard on BD Nexiva™ IV catheter system,BD Insyte™,BD8956,Yes,2.9
HCP0791,Physician,Equipment Maintenance,Residencia,Spain,Español (es) - Spanish,1,Advanced,Yes,Yes,Webinar,2,Optimise Pyxis ES dispensing workflows,BD Preset™,BD4802,No,4.2
HCP0792,Nurse Practitioner,Medical Biology,ESPIC,France,Français (fr) - French,21,Intermediate,Yes,Yes,E-learning,8,Obtenir une certification avancée en gestion de la TTM,HealthSight,BD1442,No,4.6
HCP0793,Nurse,IT Systems,Regionsjukhus,Norway,Norsk (Ino) - Norwegian,28,Intermediate,No,Yes,On-site,40,Develop vascular access unit expertise,BD A-Line™,,Yes,3.3
HCP0794,Nurse,Oncology,MSP,France,Français (fr) - French,23,Intermediate,Yes,Yes,Webinar,16,Préparer la mise en œuvre du protocole TTM en réanimation,BD Vacutainer®,BD6578,Yes,2.6
HCP0795,System Manager,Gériatrie,Clinique Privée,France,Français (fr) - French,7,Intermediate,Yes,No,E-learning,16,Développer les compétences en pose et entretien de PICC line,HealthSight,BD3130,No,
HCP0796,Nurse,Anesthesiology,Universitätsklinikum,Germany,Deutsch (de) - German,18,Beginner,No,Yes,E-learning,24,Optimise Pyxis ES dispensing workflows,Pyxis ES,BD0359,Yes,3.5
HCP0797,Physician,Neurology,Community Hospital,South Africa,English (United Kingdom),22,Intermediate,Yes,Yes,Webinar,2,Optimise Pyxis ES dispensing workflows,BD Midline,BD5167,Yes,
HCP0798,Nurse,Nephrology,MVZ,Germany,Deutsch (de) - German,16,Intermediate,No,No,Blended,16,Support career development with certified training (Qualiopi equivalent),BD Eclipse™,BD2494,No,4.5
HCP0799,System Manager,Urgences,EHPAD,France,Français (fr) - French,8,Expert,Yes,No,E-learning,16,Former les nouveaux utilisateurs au système BD Alaris™,,BD5167,Yes,4.5
HCP0800,Physician,Hospital Pharmacy,Academic Medical Center,Czech Republic,Čeština (cs) - Czech,8,Beginner,No,No,Webinar,24,Improve pre-analytical quality and reduce specimen non-conformances,BD Provena™,,No,4.7
HCP0801,System Manager,Hospital Pharmacy,Private Hospital,United Kingdom,English (United Kingdom),27,Intermediate,No,Yes,Webinar,16,Prepare for BD Vacutainer® train-the-trainer programme,HealthSight,BD6952,No,3.3
HCP0802,Pharmacy Manager,Operating Theatre,Regionsjukhus,Denmark,Dansk (da) - Danish,13,Beginner,No,No,E-learning,4,Train on BD Rowa™ pharmacy automation system,BD Provena™,,No,3.1
HCP0803,Clinical Pharmacist,Gériatrie,Clínica Privada,Spain,Español (es) - Spanish,23,Beginner,Yes,No,Blended,8,Train on BD Rowa™ pharmacy automation system,Pyxis ES,BD6698,No,3.2
HCP0804,ICU Specialist,Blood Bank,ESPIC,France,Français (fr) - French,7,Expert,Yes,No,Blended,24,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,BD BodyGuard T,BD6882,No,3.3
HCP0805,Biomedical Engineer,Cardiologie,Academic Medical Center,United States,English (United States),6,Expert,Yes,Yes,E-learning,24,Support career development with certified training (Qualiopi equivalent),BD Vacutainer®,BD1213,No,2.5
HCP0806,Nurse,IT Systems,CH,France,Français (fr) - French,8,Intermediate,Yes,Yes,E-learning,16,Obtenir une certification avancée en gestion de la TTM,BD Rowa™,BD7164,Yes,4.1
HCP0807,Physician,Neurologie,CH,France,Français (fr) - French,3,Intermediate,Yes,Yes,Webinar,8,Optimiser les workflows de dispensation sur le système Pyxis ES,BD Insyte™,BD5192,Yes,3.9
HCP0808,Physician,Soins Intensifs,MSP,France,Français (fr) - French,3,Beginner,Yes,Yes,Webinar,24,Améliorer la conformité préanalytique et réduire les non-conformités,BD Bair Hugger™,,Yes,4.9
HCP0809,System Manager,Gériatrie,Private Hospital,Croatia,Hrvatski (hr) - Croatian,3,Intermediate,Yes,Yes,Webinar,8,Support career development with certified training (Qualiopi equivalent),BD Microtainer®,BD0787,No,2.6
HCP0810,Nurse,Medical ICU,HAD,France,Français (fr) - French,11,Intermediate,Yes,Yes,E-learning,4,Préparer la mise en œuvre du protocole TTM en réanimation,BD Preset™,BD5711,No,4.3
HCP0811,Nurse,Medical ICU,Hospital General,Spain,Español (es) - Spanish,19,Beginner,No,No,E-learning,40,Validate Qualiopi competencies for task delegation,BD Insyte™,BD6266,Yes,2.7
HCP0812,Nurse,Clinical Pharmacy,Primärvård,Sweden,Svenska (sv) - Swedish,14,Expert,No,No,Webinar,2,Prepare for OPCO-funded certification in vascular access,,BD4242,No,3.8
HCP0813,Nurse,Neurologie,IDN,United States,English (United States),11,Advanced,Yes,Yes,Masterclass,4,Prepare for OPCO-funded certification in vascular access,BD Eclipse™,BD0152,No,4.9
HCP0814,Physician,Soins Intensifs,Academic Medical Center,Romania,Română (ro) - Romanian,16,Beginner,No,No,Blended,16,Prepare for OPCO-funded certification in vascular access,,BD9406,No,3.1
HCP0815,Nurse,Geriatrics,Casa di Cura,Italy,Italiano (it) - Italian,9,Beginner,No,Yes,E-learning,8,Prepare for OPCO-funded certification in vascular access,,BD7394,Yes,4.7
HCP0816,ICU Specialist,Clinical Pharmacy,IDN,United States,English (United States),24,Intermediate,Yes,Yes,Blended,4,Onboard on BD Nexiva™ IV catheter system,BD Foley,BD8813,Yes,3.3
HCP0817,ICU Specialist,Cardiologie,Hôpital Général,France,Français (fr) - French,15,Intermediate,Yes,Yes,Blended,16,Améliorer la conformité préanalytique et réduire les non-conformités,BD Midline,,No,
HCP0818,Pharmacist,Réanimation,Kreiskrankenhaus,Germany,Deutsch (de) - German,4,Intermediate,Yes,Yes,Webinar,2,Train on BD Rowa™ pharmacy automation system,BD Preset™,BD5192,Yes,
HCP0819,Nurse,Infectious Disease,Integrated Care Board,United Kingdom,English (United Kingdom),1,Intermediate,No,No,Blended,40,Prepare for targeted temperature management protocol implementation,BD Microtainer®,,Yes,2.6
HCP0820,Nurse,Urgences,HAD,France,Français (fr) - French,19,Intermediate,Yes,No,Webinar,24,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,BD Nexiva™,BD9417,Yes,2.9
HCP0821,Physician,Cardiac ICU,Universitetssjukhus,Sweden,Svenska (sv) - Swedish,16,Beginner,Yes,No,Blended,4,Prepare for OPCO-funded certification in vascular access,BD Provena™,BD5192,Yes,4.1
HCP0822,ICU Specialist,Gastroenterology,Pflegeheim,Germany,Deutsch (de) - German,12,Beginner,Yes,No,Blended,16,Master blood collection techniques with BD Vacutainer® systems,,,Yes,
HCP0823,Pharmacist,Critical Care,CH,France,Français (fr) - French,6,Advanced,Yes,Yes,E-learning,4,Optimiser les workflows de dispensation sur le système Pyxis ES,Pyxis ES,BD5457,Yes,4.7
HCP0824,Pharmacist,Pharmacie Hospitalière,CPAS,Belgium,Français (fr) - French,6,Advanced,Yes,Yes,Webinar,40,Préparer la mise en œuvre du protocole TTM en réanimation,HealthSight,BD5167,Yes,4.4
HCP0825,Physician,Operating Theatre,Hospital General,Spain,Español (es) - Spanish,2,Beginner,Yes,Yes,E-learning,40,Prepare for targeted temperature management protocol implementation,Pyxis ES,BD5468,Yes,3.1
HCP0826,Pharmacy Manager,Urgences,MSP,France,Français (fr) - French,3,Intermediate,Yes,Yes,Webinar,2,Préparer la mise en œuvre du protocole TTM en réanimation,BD Foley,BD2593,Yes,3.4
HCP0827,Physician,Réanimation,Centro de Salud,Spain,Español (es) - Spanish,9,Intermediate,Yes,No,E-learning,16,Validate Qualiopi competencies for task delegation,BD TTM System,BD1994,Yes,4.2
HCP0828,Pharmacist,Gastroenterology,CHU,Belgium,Français (fr) - French,14,Intermediate,Yes,Yes,Blended,16,Former les nouveaux utilisateurs au système BD Alaris™,BD Bair Hugger™,BD6835,Yes,
HCP0829,Pharmacist,Operating Theatre,Regionsjukhus,Finland,Suomi (fi) - Finnish,21,Beginner,No,Yes,E-learning,40,Develop vascular access unit expertise,BD A-Line™,,Yes,4.7
HCP0830,Physician,Critical Care,CPAS,Belgium,Français (fr) - French,27,Beginner,Yes,Yes,Webinar,2,Valider les compétences Qualiopi pour la délégation de tâches infirmières,BD Midline,BD9941,Yes,
HCP0831,Physician,Pulmonology,Community Hospital,United Kingdom,English (United Kingdom),24,Intermediate,No,Yes,On-site,16,Support career development with certified training (Qualiopi equivalent),BD Insyte™,BD2481,No,4.8
HCP0832,Nurse,Hospital Pharmacy,NHS Trust,United Kingdom,English (United Kingdom),1,Intermediate,No,No,Webinar,40,Improve infusion safety and reduce medication errors,BD Insyte™,BD1220,No,4.9
HCP0833,Nurse,Gériatrie,Community Hospital,Greece,Ελληνικά (el) - Greek,16,Beginner,Yes,Yes,E-learning,4,Prepare for OPCO-funded certification in vascular access,,,No,4.8
HCP0834,Nurse,Neurology,Community Hospital,United Kingdom,English (United Kingdom),12,Intermediate,Yes,No,E-learning,2,Improve pre-analytical quality and reduce specimen non-conformances,BD Vacutainer®,BD6614,Yes,4.1
HCP0835,Physician,Biomedical Engineering,Ambulatory Surgery Center,United States,English (United States),18,Advanced,No,No,E-learning,24,Validate Qualiopi competencies for task delegation,BD A-Line™,BD2669,Yes,3.3
HCP0836,Nurse,Anesthesiology,Clínica Privada,Spain,Español (es) - Spanish,13,Intermediate,No,Yes,E-learning,40,Prepare for targeted temperature management protocol implementation,BD Bair Hugger™,BD9941,Yes,3.6
HCP0837,Pharmacist,Oncologie,Kantonsspital,Switzerland,Deutsch (de) - German,10,Intermediate,No,Yes,Blended,4,Gain expert-level certification in TTM management,BD BodyGuard T,BD9862,Yes,4.5
HCP0838,System Manager,Gériatrie,EHPAD,France,Français (fr) - French,15,Intermediate,Yes,No,Webinar,2,Obtenir une certification avancée en gestion de la TTM,BD Nexiva™,BD5015,Yes,3.5
HCP0839,Nurse,Vascular Surgery,CHU,France,Français (fr) - French,12,Intermediate,Yes,Yes,E-learning,40,Optimiser les workflows de dispensation sur le système Pyxis ES,BD Vacutainer®,BD5935,Yes,4.5
HCP0840,Physician,Biochemistry,Academic Medical Center,Poland,Polski (pl) - Polish,14,Advanced,Yes,Yes,Blended,2,Improve infusion safety and reduce medication errors,HealthSight,BD5055,Yes,3.8
HCP0841,Nurse,Clinical Pharmacy,Privatklinik,Switzerland,Deutsch (de) - German,14,Intermediate,Yes,Yes,Webinar,8,Enhance PICC line insertion and maintenance skills,BD Nexiva™,,Yes,4.4
HCP0842,Nurse,Surgical ICU,Privat Klinik,Denmark,Dansk (da) - Danish,17,Beginner,No,Yes,Webinar,8,Prepare for BD Vacutainer® train-the-trainer programme,HealthSight,BD5919,Yes,4.5
HCP0843,ICU Specialist,Emergency ICU,Ospedale Universitario,Italy,Italiano (it) - Italian,17,Intermediate,No,No,E-learning,8,Prepare for targeted temperature management protocol implementation,BD Nexiva™,,Yes,2.7
HCP0844,System Manager,Critical Care,VVT,Netherlands,Nederlands (nl) - Dutch,14,Intermediate,No,Yes,Blended,24,Onboard new staff on BD Alaris™ infusion pump systems,BD Foley,BD0352,No,3.8
HCP0845,Nurse,IT Systems,Clinique Spécialisée,Belgium,Français (fr) - French,15,Advanced,Yes,No,E-learning,16,Améliorer la conformité préanalytique et réduire les non-conformités,BD Preset™,BD0754,No,2.7
HCP0846,Nurse,Surgery,VVT,Netherlands,Nederlands (nl) - Dutch,11,Intermediate,Yes,Yes,Webinar,4,Enhance PICC line insertion and maintenance skills,BD A-Line™,,No,2.9
HCP0847,Pharmacy Manager,Chirurgie,Pflegeheim,Germany,Deutsch (de) - German,13,Advanced,No,Yes,Blended,2,Optimise Pyxis ES dispensing workflows,BD Eclipse™,BD0526,Yes,
HCP0848,Pharmacist,Hematology,VA Hospital,United States,English (United States),7,Intermediate,No,Yes,E-learning,40,Onboard new staff on BD Alaris™ infusion pump systems,BD Midline,BD4631,Yes,2.5
HCP0849,Physician,Trauma ICU,Ospedale Universitario,Italy,Italiano (it) - Italian,16,Intermediate,No,Yes,Masterclass,16,Prepare for OPCO-funded certification in vascular access,BD Alaris™,,Yes,3.7
HCP0850,Pharmacist,Surgery,Kantonsspital,Switzerland,Deutsch (de) - German,2,Intermediate,No,Yes,E-learning,8,Prepare for targeted temperature management protocol implementation,,BD5919,Yes,4.2
HCP0851,Nurse,Microbiology,IDN,United States,English (United States),8,Intermediate,No,No,Webinar,4,Onboard new staff on BD Alaris™ infusion pump systems,BD Midline,BD3771,Yes,4.0
HCP0852,Physician,Neurology,MSP,France,Français (fr) - French,6,Intermediate,Yes,Yes,Webinar,2,Préparer la mise en œuvre du protocole TTM en réanimation,BD Bair Hugger™,BD7550,Yes,4.6
HCP0853,System Manager,Specimen Management,Tagesklinik,Germany,Deutsch (de) - German,15,Beginner,Yes,Yes,Webinar,4,Improve pre-analytical quality and reduce specimen non-conformances,BD Nexiva™,,Yes,4.2
HCP0854,Nurse,Vascular Surgery,MVZ,Germany,Deutsch (de) - German,9,Expert,No,No,E-learning,24,Prepare for OPCO-funded certification in vascular access,Pyxis ES,BD0430,Yes,3.2
HCP0855,Nurse,Oncology,Private Hospital,Czech Republic,Čeština (cs) - Czech,8,Beginner,No,Yes,E-learning,2,Gain expert-level certification in TTM management,BD Microtainer®,BD2825,No,4.5
HCP0856,Pharmacist,Operating Theatre,Hospital Universitário,Portugal,Português (pt) - Portuguese,7,Intermediate,No,Yes,E-learning,4,Support career development with certified training (Qualiopi equivalent),,BD8306,Yes,3.1
HCP0857,Pharmacist,Emergency ICU,Privatklinik,Germany,Deutsch (de) - German,14,Intermediate,No,Yes,Webinar,16,Improve infusion safety and reduce medication errors,BD Rowa™,BD0448,No,4.9
HCP0858,Pharmacist,Pharmacy Management,VVT,Netherlands,Nederlands (nl) - Dutch,1,Advanced,No,No,On-site,40,Onboard new staff on BD Alaris™ infusion pump systems,BD Provena™,BD5333,No,
HCP0859,Nurse,Biomedical Engineering,CPAS,Belgium,Français (fr) - French,20,Expert,Yes,Yes,E-learning,16,Former les nouveaux utilisateurs au système BD Alaris™,BD Microtainer®,,Yes,2.7
HCP0860,Physician,Medical ICU,HAD,France,Français (fr) - French,12,Intermediate,Yes,No,On-site,40,Optimiser les workflows de dispensation sur le système Pyxis ES,BD Nexiva™,BD2299,Yes,4.0
HCP0861,Physician,ICU / Critical Care,GP Surgery,United Kingdom,English (United Kingdom),8,Expert,No,Yes,Blended,16,Prepare for BD Vacutainer® train-the-trainer programme,BD Foley,BD0266,Yes,2.6
HCP0862,ICU Specialist,Nephrology,Privatklinik,Germany,Deutsch (de) - German,14,Beginner,No,No,Webinar,8,Train on BD Rowa™ pharmacy automation system,BD BodyGuard T,BD5794,Yes,2.6
HCP0863,Pharmacy Manager,Oncologie,Integrated Care Board,United Kingdom,English (United Kingdom),10,Beginner,No,Yes,Webinar,2,Onboard on BD Nexiva™ IV catheter system,BD Provena™,BD5469,Yes,3.9
HCP0864,Physician,Cardiac ICU,Private Hospital,United Kingdom,English (United Kingdom),9,Intermediate,No,Yes,E-learning,2,Onboard new staff on BD Alaris™ infusion pump systems,BD TTM System,BD9664,No,3.4
HCP0865,Nurse Practitioner,Vascular Surgery,Academisch Ziekenhuis,Netherlands,Nederlands (nl) - Dutch,19,Intermediate,No,Yes,E-learning,40,Validate Qualiopi competencies for task delegation,BD BodyGuard T,BD1135,Yes,4.7
HCP0866,Physician,Surgery,HAD,France,Français (fr) - French,6,Intermediate,Yes,Yes,E-learning,24,Valider les compétences Qualiopi pour la délégation de tâches infirmières,BD Insyte™,BD5366,No,
HCP0867,Nurse,Surgery,Community Hospital,Hungary,Magyar (hu) - Hungarian,9,Advanced,Yes,Yes,Blended,40,Develop vascular access unit expertise,Pyxis ES,BD0787,Yes,3.3
HCP0868,Physician,Nephrology,IPSS,Portugal,Português (pt) - Portuguese,24,Intermediate,No,Yes,Webinar,40,Onboard new staff on BD Alaris™ infusion pump systems,VADvisor™,BD6798,No,3.7
HCP0869,System Manager,Geriatrics,Private Hospital,Bulgaria,Български (bg) - Bulgarian,7,Intermediate,Yes,Yes,On-site,40,Support career development with certified training (Qualiopi equivalent),BD PICCline,BD3731,Yes,4.5
HCP0870,Pharmacy Manager,Clinical Pharmacy,Academic Medical Center,Hungary,Magyar (hu) - Hungarian,9,Intermediate,No,Yes,E-learning,4,Onboard new staff on BD Alaris™ infusion pump systems,HealthSight,,No,3.6
HCP0871,Nurse,Operating Theatre,Ospedale Regionale,Italy,Italiano (it) - Italian,16,Intermediate,No,No,E-learning,2,Onboard on BD Nexiva™ IV catheter system,Pyxis ES,BD1198,Yes,3.4
HCP0872,Pharmacist,Medical Biology,Tagesklinik,Germany,Deutsch (de) - German,7,Intermediate,No,No,Blended,8,Improve infusion safety and reduce medication errors,BD Preset™,BD4244,Yes,4.9
HCP0873,Nurse,Soins Intensifs,Universitätsspital,Switzerland,Deutsch (de) - German,23,Beginner,No,Yes,On-site,24,Enhance PICC line insertion and maintenance skills,,BD4631,No,5.0
HCP0874,System Manager,Gériatrie,HAD,France,Français (fr) - French,22,Expert,Yes,Yes,Webinar,40,Maîtriser les techniques de prélèvement avec BD Vacutainer®,VADvisor™,BD2669,Yes,
HCP0875,ICU Specialist,Gastroenterology,Hospital Universitario,Spain,Español (es) - Spanish,12,Advanced,No,No,Webinar,2,Prepare for OPCO-funded certification in vascular access,BD BodyGuard T,BD0417,No,4.6
HCP0876,Pharmacist,Réanimation,CHU,France,Français (fr) - French,19,Advanced,Yes,Yes,Webinar,24,Obtenir une certification avancée en gestion de la TTM,,,Yes,4.3
HCP0877,Nurse,Oncologie,Clinique Privée,France,Français (fr) - French,12,Expert,Yes,Yes,E-learning,16,Améliorer la conformité préanalytique et réduire les non-conformités,Pyxis Anesthesia,BD1115,Yes,3.1
HCP0878,Nurse,Internal Medicine,HAD,France,Français (fr) - French,1,Intermediate,Yes,Yes,On-site,4,Développer les compétences en pose et entretien de PICC line,BD Foley,BD1238,No,3.8
HCP0879,Physician,Oncology,Community Hospital,Poland,Polski (pl) - Polish,5,Intermediate,No,Yes,E-learning,40,Prepare for BD Vacutainer® train-the-trainer programme,BD Midline,BD8393,Yes,4.1
HCP0880,Anesthesiologist,Hématologie,Private Hospital,United Kingdom,English (United Kingdom),17,Advanced,No,Yes,On-site,16,Validate Qualiopi competencies for task delegation,,BD7699,Yes,2.7
HCP0881,Nurse,Geriatrics,Ospedale Regionale,Italy,Italiano (it) - Italian,7,Expert,No,Yes,Webinar,2,Support career development with certified training (Qualiopi equivalent),BD Nexiva™,BD2906,Yes,4.1
HCP0882,Physician,Biochemistry,Huisartsenpraktijk,Netherlands,Nederlands (nl) - Dutch,21,Beginner,No,No,E-learning,40,Train on BD Rowa™ pharmacy automation system,BD TTM System,BD6798,Yes,3.4
HCP0883,Pharmacy Manager,Internal Medicine,Academic Medical Center,Poland,Polski (pl) - Polish,9,Intermediate,Yes,No,E-learning,2,Gain expert-level certification in TTM management,BD Eclipse™,,No,4.4
HCP0884,Anesthesiologist,Surgical ICU,Academic Medical Center,Hungary,Magyar (hu) - Hungarian,23,Beginner,Yes,No,Webinar,4,Prepare for OPCO-funded certification in vascular access,BD Midline,BD2087,No,4.6
HCP0885,Pharmacy Manager,Hématologie,Universitetssjukhus,Finland,Suomi (fi) - Finnish,5,Intermediate,Yes,Yes,On-site,8,Prepare for targeted temperature management protocol implementation,BD TTM System,,Yes,2.7
HCP0886,Physician,Cardiac ICU,Universitätsklinikum,Germany,Deutsch (de) - German,8,Beginner,Yes,Yes,E-learning,16,Validate Qualiopi competencies for task delegation,,BD4590,No,5.0
HCP0887,Physician,Soins Intensifs,GP Surgery,United Kingdom,English (United Kingdom),8,Intermediate,No,Yes,E-learning,8,Support career development with certified training (Qualiopi equivalent),BD A-Line™,BD6869,Yes,
HCP0888,Physician,Gériatrie,GGZ,Netherlands,Nederlands (nl) - Dutch,8,Beginner,No,No,E-learning,24,Develop vascular access unit expertise,,BD9603,No,3.5
HCP0889,ICU Specialist,Cardiac ICU,Clinique Privée,France,Français (fr) - French,5,Intermediate,Yes,No,E-learning,24,Optimiser les workflows de dispensation sur le système Pyxis ES,BD Provena™,,Yes,4.1
HCP0890,Biomedical Engineer,Urgences,Casa di Cura,Italy,Italiano (it) - Italian,22,Intermediate,No,Yes,E-learning,4,Onboard on BD Nexiva™ IV catheter system,BD Rowa™,BD7860,Yes,3.4
HCP0891,ICU Specialist,Pharmacie Hospitalière,GGZ,Netherlands,Nederlands (nl) - Dutch,12,Advanced,No,No,Webinar,40,Improve infusion safety and reduce medication errors,BD Midline,BD3418,No,3.7
HCP0892,Pharmacist,Hématologie,Regionaal Ziekenhuis,Netherlands,Nederlands (nl) - Dutch,7,Beginner,No,Yes,E-learning,8,Prepare for targeted temperature management protocol implementation,BD A-Line™,,No,4.7
