Module_ID,Module_Title,Business_Unit_Full,Business_Unit,Topic_Domain,Training_Type,Delivery_Format,Duration_Hours,Skill_Level,Target_Roles,Language,Country,Certification,OPCO_Eligible,Prerequisites_Module_ID,Course_Active,Created_By,Created_Date,Description
BD0835,FR_Device Care and Maintenance_V1.0,Medication Delivery Solutions,MDS,Vascular Access & Infusion,BDLA,E-learning,0.5,Intermediate,Nurse|ICU Specialist,Français (fr) - French,France,No,No,,YES,Nazeerah Ramdhian-Demery,2/26/24,"Module BDLA sur l'insertion de PICC line avec repérage ECG. Couvre l'évaluation pré-insertion, la technique stérile et la vérification de la position."
BD4810,BD Rowa™ Vmotion - Formación estratégica (patentada) - ES,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,1,Intermediate,Nurse|Physician,Español (es) - Spanish,Spain,No,No,,YES,Dominik Bandel,4/15/24,"Training on BD Alaris™ infusion system safety features including Guardrails® drug library management, alarm configuration, dose error reduction software, and EHR integration for closed-loop medication administration."
BD5383,BD Vacutainer® Flashback -vakuuminäytteenottoneula,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,2,Intermediate,,Suomi (fi) - Finnish,Finland,No,No,,YES,Linda Vinberg,10/26/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD6730,BD® Blunt Fill & BD® Blunt Filter Needle Video,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,Webinar,2,Beginner,Biomedical Engineer,English (United Kingdom),United Kingdom,No,Yes,,YES,Nazeerah Ramdhian-Demery,11/21/24,"BDLA module on PICCline insertion with ECG-guided tip confirmation. Covers pre-insertion patient assessment, sterile technique, and post-insertion verification."
BD4416,BD Vacutainer® uređaj za prijenos krvi,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,0.5,Advanced,Nurse,Hrvatski (hr) - Croatian,Croatia,No,No,,YES,Veronika  Bican,7/10/25,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD4668,"Вземане на кръв чрез венепункция, от пациенти с трудни вени",Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,4,Advanced,ICU Specialist,Български (bg) - Bulgarian,Bulgaria,No,Yes,,YES,Veronika  Bican,10/17/25,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD6900,Pharmacy - Pyxis CIISafe v9.0 Essentials,Medication Management Solutions,MMS,Medication Management,BDLA,Webinar,0.5,Advanced,,English (United Kingdom),United States,No,No,BD0111,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD8193,BD Vacutainer® Çoklu Örnek Luer Adaptörü,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Webinar,3,Beginner,Biomedical Engineer,Türkçe (tr) - Turkish,Turkey,No,No,,YES,Onur Alti,11/1/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD4060,Complaint Handling 3.0,Select Business,SB,Medication Management,BDLA,On-site,1,Beginner,ICU Specialist,English (United Kingdom),Select Country,No,Yes,,YES,Deleted User,4/21/21,Cross-portfolio product awareness module for healthcare professionals new to BD solutions.
BD1689,BD Vacutainer® Eclipse™ Signal™ kanyl för blodprovstagning,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,Webinar,20,Beginner,ICU Specialist,Svenska (sv) - Swedish,Sweden,Yes,Yes,,YES,Linda Vinberg,10/12/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD6985,BD Alaris™ VP Plus Guardrails Clinical Overview,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,1,Advanced,Physician|ICU Specialist,English (United Kingdom),United Kingdom,No,No,,YES,Jane Lovette,2/7/25,"Training on HealthSight clinical decision support integration with BD Alaris™ systems. Covers data dashboards, protocol compliance monitoring, and reporting."
BD8354,BD Bodyguard™ Infusion Pump Clinical Overview (NL),Medication Management Solutions,MMS,Medication Management,BDLA,E-learning,1,Beginner,ICU Specialist,Nederlands (nl) - Dutch,,No,No,,YES,Jane Lovette,4/4/25,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD5270,System Manager - Pyxis MedStation ES v1.5: Essentials,Medication Management Solutions,MMS,Medication Management,Product Training,Webinar,0.5,Expert,Nurse|Physician,English (United States),United States,No,Yes,,YES,Joel Roney,10/10/23,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD9041,BD Vacutainer® Eclipse™ Jehla pro odběr krve,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,E-learning,3,Intermediate,ICU Specialist,Čeština (cs) - Czech,,Yes,Yes,,YES,Veronika  Bican,9/25/25,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD1743,BD Rowa™ Select - Basic training - EN,Medication Management Solutions,MMS,Medication Management,Product Training,On-site,1.5,Beginner,ICU Specialist,English (United Kingdom),United Kingdom,No,No,,YES,Dominik Bandel,4/15/24,"Parcours d'apprentissage sur la sécurisation du circuit du médicament. Comprend la gestion des alertes, la réconciliation médicamenteuse et la pharmacovigilance."
BD5619,System Manager - BD Pyxis Med Link Queue & Waste v1.10 for ES v1.6,Medication Management Solutions,MMS,Medication Management,Product Training,Webinar,1.5,Advanced,Pharmacist,English (United Kingdom),United States,No,Yes,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD9181,BD Vacutainer® PrecisionGlide™ Numune Alma İğnesi,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,External,Blended,2,Intermediate,Nurse|Physician,Türkçe (tr) - Turkish,Turkey,No,No,BD0954,YES,Onur Alti,11/1/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD2736,Odběr krve při obtížném žilním přístupu – venepunkcí,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Webinar,0.25,Beginner,ICU Specialist,Čeština (cs) - Czech,Czech Republic,No,No,,YES,Veronika  Bican,9/26/25,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD8413,MedStation ES Hardware Training Program,Medication Management Solutions,MMS,Medication Management,External,E-learning,1,Advanced,Pharmacist|System Manager,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD9702,Pharmacy - Pyxis Anesthesia Station ES v1.6: Essentials,Medication Management Solutions,MMS,Medication Management,BDLA,Blended,1,Advanced,System Manager,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD2804,"Nurse/Clinician - Pyxis MedStation ES v1.5: Essentials, Non-Profile Mode",Medication Management Solutions,MMS,Medication Management,Product Training,Webinar,1.5,Intermediate,System Manager,English (United States),United States,No,No,,YES,Joel Roney,10/10/23,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD3441,Безопасно вземане на кръвни проби- най-добри практики за професионалисти по здравни грижи (HCW),Select Business,SB,Medication Management,BDLA,E-learning,1.5,Intermediate,Physician,Български (bg) - Bulgarian,Bulgaria,No,No,,YES,Veronika  Bican,9/4/25,Cross-portfolio product awareness module for healthcare professionals new to BD solutions.
BD4832,Nivel básico de TTM U,Urology and Critical Care,UCC,Urology & Critical Care,Product Training,E-learning,3,Advanced,Pharmacist,Español (es) - Spanish,Spain,No,Yes,,YES,Louise Oakes,3/27/25,"Beginner-level introduction to BD TTM System components and clinical indications. Covers patient selection, device priming, and basic alarm management."
BD9557,BD Rowa Vmax/Smart - Pianificazione - IT,Medication Management Solutions,MMS,Medication Management,Product Training,On-site,2,Intermediate,Nurse|Physician,Italiano (it) - Italian,Italy,No,No,,YES,Dominik Bandel,4/15/24,"Parcours d'apprentissage sur la sécurisation du circuit du médicament. Comprend la gestion des alertes, la réconciliation médicamenteuse et la pharmacovigilance."
BD6480,BD Rowa™ Smart - Caricamento manuale - IT,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,1,Advanced,Nurse|Physician,Italiano (it) - Italian,Italy,No,No,BD0190,YES,Dominik Bandel,4/8/24,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD9334,TTM U Niveau Débutant,Urology and Critical Care,UCC,Urology & Critical Care,BDLA,On-site,0.25,Intermediate,Biomedical Engineer,Français (fr) - French,,No,Yes,,YES,Louise Oakes,3/24/25,"Module avancé du programme de gestion ciblée de la température (TTM). Couvre les protocoles de refroidissement, la gestion des complications et l'interprétation des données."
BD4019,BD Alaris™ Communication Engine v2.0 Essentials,Medication Management Solutions,MMS,Medication Management,BDLA,Webinar,2,Intermediate,Nurse,English (United Kingdom),United Kingdom,No,Yes,,YES,Joel Roney,6/29/23,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD0223,Best Practices to Reduce Preanalytical Errors Associated with Blood Collection,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,Webinar,0.5,Beginner,System Manager,English (United Kingdom),United Kingdom,Yes,Yes,,YES,Kamal Ibrahim,1/15/24,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD0154,BD Vacutainer® Eclipse™ Signal™ vérvételi tű,Specimen Management,SM,Specimen Collection & Diagnostics,External,E-learning,1,Advanced,ICU Specialist,English (United Kingdom),Hungary,No,No,,YES,Veronika  Bican,1/19/26,"Module on specimen labelling, routing, and chain-of-custody procedures. Covers barcode scanning, reject criteria, and pre-analytical quality indicators."
BD2673,BD Vacutainer® Luer-adapter voor meerdere bloedmonsters – Producttraining,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Webinar,1.5,Beginner,Nurse,Nederlands (nl) - Dutch,Belgium,No,No,,YES,Laura De Bock,12/26/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD6805,SA_Device Care and Maintenance,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,Blended,1,Beginner,Physician|ICU Specialist,English (United Kingdom),Saudi Arabia,No,Yes,BD0944,YES,Nazeerah Ramdhian-Demery,1/28/26,"Comprehensive vascular access training for nurses covering PICC line insertion, dressing changes, flushing protocols, and troubleshooting."
BD1842,BD Vacutainer® Луер адаптер за множество проби – Обучение на продукта,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Masterclass,7,Beginner,Physician,Български (bg) - Bulgarian,Bulgaria,No,No,,YES,Veronika  Bican,9/2/25,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD1390,System Manager - Pyxis Tissue & Implant Management System v2,Medication Management Solutions,MMS,Medication Management,Premium,Webinar,1.5,Beginner,Physician|ICU Specialist,English (United Kingdom),United States,Yes,No,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD4703,Produktové školení - Prostředek pro přenos krve BD Vacutainer®,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,2,Expert,Nurse,Čeština (cs) - Czech,Czech Republic,No,No,BD0153,YES,Veronika  Bican,9/26/25,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD2422,CLP1110 - Pyxis Connect v3.1 System User Training for Pharmacists,Medication Management Solutions,MMS,Medication Management,Product Training,On-site,1,Advanced,Pharmacist|System Manager,English (United Kingdom),,No,Yes,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD2090,Jeringa para extraccion de sangre arterial BD A Line™,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,1,Intermediate,Pharmacist|System Manager,Español (es) - Spanish,Spain,No,No,,YES,Angel Cervantes,10/9/23,"Best practices for reducing pre-analytical errors in blood collection. Includes patient identification, specimen rejection criteria, and continuous improvement strategies."
BD4029,Prelievo sicuro dei campioni ematici migliori pratiche per gli operatori sanitari,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Webinar,1,Intermediate,ICU Specialist,Italiano (it) - Italian,Italy,No,No,,YES,Alessandro Olgiati,7/5/24,"Introduction to specimen management and laboratory quality in the pre-analytical phase. Covers sample traceability, centrifugation, and cold-chain requirements."
BD3594,Produktové školení - souprava pro odběr krve  BD Vacutainer® UltraTouch™ Push Button,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,E-learning,20,Beginner,Pharmacy Manager,Čeština (cs) - Czech,Czech Republic,Yes,Yes,,YES,Veronika  Bican,9/26/25,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD5724,BD Vacutainer® Multiple Sample Luer Adapter,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,On-site,0.5,Advanced,Nurse|ICU Specialist,English (United Kingdom),United Kingdom,No,No,,YES,Kamal Ibrahim,7/18/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD3680,Pyxis SpecialtyStation v4.0 for System Managers,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,2,Expert,Biomedical Engineer,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD7813,ChloraPrep Swabstick Inservice Poster,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Qualiopi,Blended,1,Beginner,,English (United Kingdom),United Kingdom,Yes,Yes,BD0583,YES,Nazeerah Ramdhian-Demery,12/9/25,"Training on BD Nexiva™ closed IV catheter system for peripheral venous access. Covers insertion technique, securement, and care-and-maintenance protocols."
BD2989,End User - Pyxis Pharmogistics v1.0: Essentials,Medication Management Solutions,MMS,Medication Management,BDLA,E-learning,4,Intermediate,Pharmacy Manager,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD2555,Hemocultura puncția venoasa recoltarea de pe o line iv,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Webinar,0.5,Intermediate,Biomedical Engineer,Română (ro) - Romanian,Romania,No,Yes,BD0697,YES,Veronika  Bican,8/25/25,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD4228,BD Pyxis ES System Engineer Class for BD PARTNERS,Medication Management Solutions,MMS,Medication Management,Premium,Webinar,1,Advanced,Physician,English (United Kingdom),United Kingdom,Yes,Yes,,YES,Joel Roney,5/23/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD0918,System Manager - Pyxis Anesthesia Station ES v1.5: Essentials,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,1.5,Advanced,Nurse|Physician,English (United States),Select Country,No,Yes,,YES,Joel Roney,10/10/23,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD0896,TTM U Beginner Level,Urology and Critical Care,UCC,Urology & Critical Care,Qualiopi,Webinar,0.5,Beginner,Pharmacy Manager,English (United Kingdom),United Kingdom,Yes,Yes,,YES,Kamal Ibrahim,1/16/25,"Intermediate-level TTM course for critical care nurses and physicians. Covers equipment setup, vital signs monitoring during therapy, protocol adjustments, and clinical documentation requirements."
BD2667,BD Preset™ Eclipse™ Arterial Blood Collection Syringe,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,E-learning,2,Intermediate,Nurse|ICU Specialist,English (United Kingdom),United Kingdom,No,No,,YES,Kamal Ibrahim,7/18/23,"Module on BD A-Line™ arterial blood gas sampling. Reviews preparation, collection technique, transport requirements, and quality indicators."
BD9341,Best Practices in Blood Specimen Collection from Vascular Access Devices (VADs),Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Webinar,0.25,Advanced,,English (United Kingdom),United Kingdom,No,No,BD0366,YES,Kamal Ibrahim,7/18/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD8196,3 - Litmos Dojo - BLACK BELT 2.0,Select Business,SB,Medication Management,Product Training,On-site,7,Advanced,Pharmacy Manager,English (United Kingdom),Select Country,No,No,,YES,Deleted User,5/5/23,"General orientation training for BD product users. Covers company values, quality policy, device classification, and key product categories."
BD2461,BD Pyxis™ Connect v3.3 What's New,Medication Management Solutions,MMS,Medication Management,Product Training,On-site,3,Intermediate,Pharmacist,English (United Kingdom),United States,No,Yes,,YES,MMS-GCS Education Services,4/12/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD3795,Haastava suoniyhteys - laskimopunktio,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Premium,On-site,2,Advanced,Nurse|ICU Specialist,Suomi (fi) - Finnish,Finland,Yes,Yes,,YES,Linda Vinberg,10/27/23,"Training on BD Microtainer® capillary blood collection tubes. Covers fingerstick technique, tube filling sequence, mixing requirements, and paediatric considerations."
BD5594,BD Alaris™ System: PCA Preventive Maintenance (~22 min),Medication Management Solutions,MMS,Medication Management,BDLA,E-learning,1.5,Intermediate,Physician|ICU Specialist,English (United Kingdom),United States,No,No,BD0214,YES,MMS-GCS Education Services,4/11/22,"Training on BD Alaris™ infusion system safety features including Guardrails® drug library management, alarm configuration, dose error reduction software, and EHR integration for closed-loop medication administration."
BD2497,Strzykawka do pobierania krwi tętniczej BD A-Line™.,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Masterclass,0.25,Beginner,Physician,Polski (pl) - Polish,Poland,No,No,,YES,Aleksandra Wichowska,1/9/24,"Training on BD Microtainer® capillary blood collection tubes. Covers fingerstick technique, tube filling sequence, mixing requirements, and paediatric considerations."
BD2646,BD Pyxis CIISafe Formulary Workbook with ES Integration,Medication Management Solutions,MMS,Medication Management,Product Training,Webinar,0.25,Intermediate,System Manager,English (United Kingdom),United States,No,No,BD0263,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD2302,BD Bodyguard™ Pain Manager Clinical Overview (NL),Medication Management Solutions,MMS,Medication Management,Premium,Masterclass,1,Intermediate,Biomedical Engineer,Nederlands (nl) - Dutch,Netherlands,Yes,No,,YES,Jane Lovette,4/4/25,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD8397,Bezpečný odběr krevních vzorků – Osvědčené postupy pro zdravotnické pracovníky,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,Masterclass,2,Intermediate,Nurse|Physician,Čeština (cs) - Czech,,Yes,Yes,BD0897,YES,Veronika  Bican,9/26/25,"Training on BD Microtainer® capillary blood collection tubes. Covers fingerstick technique, tube filling sequence, mixing requirements, and paediatric considerations."
BD0935,DE_BD PosiFlush Handhabung,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Qualiopi,E-learning,0.25,Advanced,Physician,Deutsch (de) - German,Germany,Yes,Yes,,YES,Nazeerah Ramdhian-Demery,2/10/26,"Introduction to BD safety-engineered devices for medication delivery. Covers product portfolio, clinical indications, and regulatory compliance requirements."
BD3655,Formation aux bonnes pratiques pour le prelevement d'échantillons de sang à l'aide de catheters veineux,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Webinar,1,Beginner,,Français (fr) - French,France,No,No,,YES,Emilie Verite,10/26/23,Module sur la réduction des non-conformités pré-analytiques lors du prélèvement sanguin. Inclut les critères de rejet et les stratégies d'amélioration continue.
BD6504,Pharmacy user - Pyxis Logistics v1.2.6: Essentials,Medication Management Solutions,MMS,Medication Management,Qualiopi,E-learning,1,Intermediate,ICU Specialist,English (United Kingdom),United States,Yes,Yes,,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD8931,PHACTS with Pharmogistics v1.2 Solutions for System Managers,Medication Management Solutions,MMS,Medication Management,Product Training,Webinar,1,Intermediate,Nurse,English (United Kingdom),United States,No,Yes,BD0371,YES,MMS-GCS Education Services,4/11/22,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD3497,BD Bodyguard™ Pain Manager Clinical Overview,Medication Management Solutions,MMS,Medication Management,Product Training,Blended,2,Expert,Physician|ICU Specialist,English (United Kingdom),United Kingdom,No,No,,YES,Jane Lovette,2/7/25,"Course on BD Rowa™ automated pharmacy dispensing robots. Covers loading procedures, retrieval operations, error handling, and maintenance routines."
BD4888,BD Vacutainer® İdrar Toplama Sistemi,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Premium,Webinar,0.5,Intermediate,,Türkçe (tr) - Turkish,Turkey,Yes,No,,YES,Onur Alti,11/1/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD4865,Training voor optimale werkmethodes voor het nemen van bloedmonsters via vasculaire toegangssystemen VADs,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,1,Intermediate,Pharmacist,Nederlands (nl) - Dutch,Belgium,No,No,,YES,Laura De Bock,12/22/23,"Introduction to specimen management and laboratory quality in the pre-analytical phase. Covers sample traceability, centrifugation, and cold-chain requirements."
BD0163,System Manager PHASE III Training (~17 minutes),Medication Management Solutions,MMS,Medication Management,BDLA,Blended,2,Beginner,Pharmacy Manager,English (United Kingdom),United States,No,No,BD0844,YES,Joel Roney,10/3/23,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD5186,BD Vacutainer® eclipse™ igla za prikupljanje krvi,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Blended,1,Expert,Physician|ICU Specialist,Hrvatski (hr) - Croatian,Croatia,No,No,,YES,Veronika  Bican,7/6/25,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD2060,BD Vacutainer® Eclipse™ Signal™ Igla za prikupljanje krvi,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Webinar,0.25,Intermediate,Biomedical Engineer,Hrvatski (hr) - Croatian,Croatia,No,No,,YES,Veronika  Bican,7/6/25,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD5704,BD Vacutainer® Eclipse™ -verinäytteenottoneula,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,7,Advanced,Nurse,Suomi (fi) - Finnish,Finland,No,No,,YES,Linda Vinberg,10/26/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD8178,BD Vacutainer® vizeletgyűjtő rendszer,Specimen Management,SM,Specimen Collection & Diagnostics,BDLA,Webinar,1,Intermediate,Nurse|ICU Specialist,English (United Kingdom),Hungary,No,No,,YES,Veronika  Bican,1/19/26,"Training on blood and body fluid specimen processing workflows. Reviews centrifugation, aliquoting, storage conditions, and transportation requirements."
BD7019,Leadership Suite - Impostor Syndrome in New Managers 1.0,Select Business,SB,Medication Management,Product Training,Webinar,1,Beginner,Physician|ICU Specialist,English (United Kingdom),Select Country,No,No,BD0636,YES,Deleted User,7/11/23,Cross-portfolio product awareness module for healthcare professionals new to BD solutions.
BD1626,TTM U Novice Level,Urology and Critical Care,UCC,Urology & Critical Care,External,On-site,1.5,Beginner,Physician,English (United Kingdom),United Kingdom,No,No,,YES,Kamal Ibrahim,1/16/25,"Expert-level certification pathway for TTM specialists. Includes case-based simulations, advanced hemodynamic monitoring, and protocol optimisation."
BD7277,Manual Handling 2.0 (UK/EU),Select Business,SB,Medication Management,BDLA,On-site,3,Advanced,Nurse|Physician,English (United Kingdom),Select Country,No,Yes,,YES,Deleted User,4/21/21,"General orientation training for BD product users. Covers company values, quality policy, device classification, and key product categories."
BD2039,Rotarex™ Rotational Excisional Atherectomy System Physician Training,Peripheral Intervention,PI,Vascular Access & Infusion,Product Training,On-site,4,Intermediate,Nurse,English (United States),United States,No,No,,YES,Anne McElvain-Volm,5/2/25,"Module on vascular access unit development strategy. Reviews centre of excellence criteria, KOL engagement, and clinical pathway optimisation."
BD4334,System Manager - Pyxis Logistics v1.2: Essentials,Medication Management Solutions,MMS,Medication Management,Product Training,Blended,2,Expert,,English (United Kingdom),United States,No,Yes,BD0158,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD8503,BD Cura e gestione del dispositivo,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Qualiopi,Webinar,7,Intermediate,ICU Specialist,Italiano (it) - Italian,Italy,Yes,Yes,,YES,Nazeerah Ramdhian-Demery,2/26/24,"BDLA module on PICCline insertion with ECG-guided tip confirmation. Covers pre-insertion patient assessment, sterile technique, and post-insertion verification."
BD9468,Strzykawka do pobierania krwi tętniczej BD Preset™.,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Blended,2,Intermediate,Nurse|ICU Specialist,Polski (pl) - Polish,Poland,No,No,,YES,Aleksandra Wichowska,1/9/24,"Course on BD Preset™ arterial blood gas syringe usage. Covers clinical indications, collection, labelling, and pre-analytical variable management."
BD8262,v12 BD Alaris™ System Introduction and PCU: BD Alaris™ System with Guardrails Suite MX,Medication Management Solutions,MMS,Medication Management,Product Training,Webinar,2,Intermediate,Pharmacist,English (United Kingdom),,No,No,,YES,MMS-GCS Education Services,4/11/22,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD0190,BD Vacutainer® PrecisionGlide™ Igla za prikupljanje vise uzoraka krvi,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Webinar,2,Beginner,Nurse,Hrvatski (hr) - Croatian,Croatia,No,Yes,BD0134,YES,Veronika  Bican,7/6/25,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD5868,Welcome to Hemodynamic University,Advanced Patient Monitoring,APM,Urology & Critical Care,Product Training,Webinar,0.5,Beginner,System Manager,English (United Kingdom),United Kingdom,No,Yes,,YES,Danielle Thompson,1/8/26,"Training on continuous vital-signs monitoring protocols in ICU settings. Reviews equipment calibration, data trending, and clinical decision support integration."
